date,request,memory,cpu
4/2/2019 23:50,40262,13.19%,2.01%
4/2/2019 23:55,51239,13.24%,2.56%
4/3/2019 0:00,41446,13.19%,2.07%
4/3/2019 0:05,39226,13.18%,1.96%
4/3/2019 0:10,33988,13.16%,1.70%
4/3/2019 0:15,30659,13.14%,1.53%
4/3/2019 0:20,31341,13.15%,1.57%
4/3/2019 0:25,41038,13.19%,2.05%
4/3/2019 0:30,41884,13.20%,2.09%
4/3/2019 0:35,36992,13.17%,1.85%
4/3/2019 0:40,28136,13.13%,1.41%
4/3/2019 0:45,42638,13.20%,2.13%
4/3/2019 0:50,30477,13.14%,1.52%
4/3/2019 0:55,37268,13.17%,1.86%
4/3/2019 1:00,33722,13.16%,1.69%
4/3/2019 1:05,34421,13.16%,1.72%
4/3/2019 1:10,20155,13.09%,1.01%
4/3/2019 1:15,26263,13.12%,1.31%
4/3/2019 1:20,28206,13.13%,1.41%
4/3/2019 1:25,20216,13.09%,1.01%
4/3/2019 1:30,24488,13.11%,1.22%
4/3/2019 1:35,22194,13.10%,1.11%
4/3/2019 1:40,26744,13.12%,1.34%
4/3/2019 1:45,31696,13.15%,1.58%
4/3/2019 1:50,19309,13.09%,0.97%
4/3/2019 1:55,30932,13.14%,1.55%
4/3/2019 2:00,32152,13.15%,1.61%
4/3/2019 2:05,27322,13.13%,1.37%
4/3/2019 2:10,31204,13.15%,1.56%
4/3/2019 2:15,34148,13.16%,1.71%
4/3/2019 2:20,22427,13.10%,1.12%
4/3/2019 2:25,18095,13.08%,0.90%
4/3/2019 2:30,16468,13.08%,0.82%
4/3/2019 2:35,22346,13.10%,1.12%
4/3/2019 2:40,17458,13.08%,0.87%
4/3/2019 2:45,28143,13.13%,1.41%
4/3/2019 2:50,16644,13.08%,0.83%
4/3/2019 2:55,33725,13.16%,1.69%
4/3/2019 3:00,20517,13.10%,1.03%
4/3/2019 3:05,36133,13.17%,1.81%
4/3/2019 3:10,24087,13.11%,1.20%
4/3/2019 3:15,27263,13.13%,1.36%
4/3/2019 3:20,35844,13.17%,1.79%
4/3/2019 3:25,29671,13.14%,1.48%
4/3/2019 3:30,19395,13.09%,0.97%
4/3/2019 3:35,28623,13.13%,1.43%
4/3/2019 3:40,29690,13.14%,1.48%
4/3/2019 3:45,33073,13.15%,1.65%
4/3/2019 3:50,32589,13.15%,1.63%
4/3/2019 3:55,25085,13.12%,1.25%
4/3/2019 4:00,30579,13.14%,1.53%
4/3/2019 4:05,29113,13.14%,1.46%
4/3/2019 4:10,21894,13.10%,1.09%
4/3/2019 4:15,23483,13.11%,1.17%
4/3/2019 4:20,15209,13.07%,0.76%
4/3/2019 4:25,18348,13.09%,0.92%
4/3/2019 4:30,19738,13.09%,0.99%
4/3/2019 4:35,19481,13.09%,0.97%
4/3/2019 4:40,28534,13.13%,1.43%
4/3/2019 4:45,19975,13.09%,1.00%
4/3/2019 4:50,15692,13.07%,0.78%
4/3/2019 4:55,21946,13.10%,1.10%
4/3/2019 5:00,17424,13.08%,0.87%
4/3/2019 5:05,22552,13.11%,1.13%
4/3/2019 5:10,30777,13.14%,1.54%
4/3/2019 5:15,19384,13.09%,0.97%
4/3/2019 5:20,23623,13.11%,1.18%
4/3/2019 5:25,22072,13.10%,1.10%
4/3/2019 5:30,19054,13.09%,0.95%
4/3/2019 5:35,26370,13.12%,1.32%
4/3/2019 5:40,22402,13.10%,1.12%
4/3/2019 5:45,21956,13.10%,1.10%
4/3/2019 5:50,16194,13.08%,0.81%
4/3/2019 5:55,16063,13.07%,0.80%
4/3/2019 6:00,17322,13.08%,0.87%
4/3/2019 6:05,30966,13.14%,1.55%
4/3/2019 6:10,27060,13.13%,1.35%
4/3/2019 6:15,25755,13.12%,1.29%
4/3/2019 6:20,32913,13.15%,1.65%
4/3/2019 6:25,19902,13.09%,1.00%
4/3/2019 6:30,22197,13.10%,1.11%
4/3/2019 6:35,26068,13.12%,1.30%
4/3/2019 6:40,27948,13.13%,1.40%
4/3/2019 6:45,30113,13.14%,1.51%
4/3/2019 6:50,32543,13.15%,1.63%
4/3/2019 6:55,48351,13.23%,2.42%
4/3/2019 7:00,46628,13.22%,2.33%
4/3/2019 7:05,41071,13.19%,2.05%
4/3/2019 7:10,42625,13.20%,2.13%
4/3/2019 7:15,39663,13.19%,1.98%
4/3/2019 7:20,37576,13.18%,1.88%
4/3/2019 7:25,48801,13.23%,2.44%
4/3/2019 7:30,41040,13.19%,2.05%
4/3/2019 7:35,50328,13.23%,2.52%
4/3/2019 7:40,75223,13.35%,3.76%
4/3/2019 7:45,92306,13.43%,4.62%
4/3/2019 7:50,140063,13.65%,7.00%
4/3/2019 7:55,259451,14.21%,12.97%
4/3/2019 8:00,286909,14.34%,14.35%
4/3/2019 8:05,311255,14.45%,15.56%
4/3/2019 8:10,342238,14.60%,17.11%
4/3/2019 8:15,377237,14.76%,18.86%
4/3/2019 8:20,482211,15.25%,24.11%
4/3/2019 8:25,585143,15.73%,29.26%
4/3/2019 8:30,646079,16.02%,32.30%
4/3/2019 8:35,743540,16.47%,37.18%
4/3/2019 8:40,774787,16.62%,38.74%
4/3/2019 8:45,834292,16.89%,41.71%
4/3/2019 8:50,870191,17.06%,43.51%
4/3/2019 8:55,911402,17.25%,45.57%
4/3/2019 9:00,940068,17.39%,47.00%
4/3/2019 9:05,968596,17.52%,48.43%
4/3/2019 9:10,986731,17.60%,49.34%
4/3/2019 9:15,1008705,17.71%,50.44%
4/3/2019 9:20,1010997,17.72%,50.55%
4/3/2019 9:25,1054734,17.92%,52.74%
4/3/2019 9:30,1036062,17.83%,51.80%
4/3/2019 9:35,1076379,18.02%,53.82%
4/3/2019 9:40,1075872,18.02%,53.79%
4/3/2019 9:45,1103940,18.15%,55.20%
4/3/2019 9:50,1095164,18.11%,54.76%
4/3/2019 9:55,1110280,18.18%,55.51%
4/3/2019 10:00,1112353,18.19%,55.62%
4/3/2019 10:05,1118316,18.22%,55.92%
4/3/2019 10:10,1135833,18.30%,56.79%
4/3/2019 10:15,1129207,18.27%,56.46%
4/3/2019 10:20,1106199,18.16%,55.31%
4/3/2019 10:25,1088453,18.08%,54.42%
4/3/2019 10:30,1109915,18.18%,55.50%
4/3/2019 10:35,1104797,18.16%,55.24%
4/3/2019 10:40,1103708,18.15%,55.19%
4/3/2019 10:45,1080197,18.04%,54.01%
4/3/2019 10:50,1092011,18.10%,54.60%
4/3/2019 10:55,1130046,18.27%,56.50%
4/3/2019 11:00,1124890,18.25%,56.24%
4/3/2019 11:05,1131115,18.28%,56.56%
4/3/2019 11:10,1111272,18.19%,55.56%
4/3/2019 11:15,1131885,18.28%,56.59%
4/3/2019 11:20,1085981,18.07%,54.30%
4/3/2019 11:25,1069222,17.99%,53.46%
4/3/2019 11:30,1074993,18.02%,53.75%
4/3/2019 11:35,1066870,17.98%,53.34%
4/3/2019 11:40,1043578,17.87%,52.18%
4/3/2019 11:45,1053526,17.92%,52.68%
4/3/2019 11:50,1008089,17.70%,50.40%
4/3/2019 11:55,937698,17.38%,46.88%
4/3/2019 12:00,914932,17.27%,45.75%
4/3/2019 12:05,884904,17.13%,44.25%
4/3/2019 12:10,857107,17.00%,42.86%
4/3/2019 12:15,842268,16.93%,42.11%
4/3/2019 12:20,844653,16.94%,42.23%
4/3/2019 12:25,759568,16.54%,37.98%
4/3/2019 12:30,728860,16.40%,36.44%
4/3/2019 12:35,713673,16.33%,35.68%
4/3/2019 12:40,708236,16.31%,35.41%
4/3/2019 12:45,711259,16.32%,35.56%
4/3/2019 12:50,726791,16.39%,36.34%
4/3/2019 12:55,739902,16.45%,37.00%
4/3/2019 13:00,683751,16.19%,34.19%
4/3/2019 13:05,670543,16.13%,33.53%
4/3/2019 13:10,674440,16.15%,33.72%
4/3/2019 13:15,648082,16.02%,32.40%
4/3/2019 13:20,671603,16.13%,33.58%
4/3/2019 13:25,660315,16.08%,33.02%
4/3/2019 13:30,706225,16.30%,35.31%
4/3/2019 13:35,713604,16.33%,35.68%
4/3/2019 13:40,708644,16.31%,35.43%
4/3/2019 13:45,716360,16.34%,35.82%
4/3/2019 13:50,762015,16.56%,38.10%
4/3/2019 13:55,851859,16.98%,42.59%
4/3/2019 14:00,916216,17.28%,45.81%
4/3/2019 14:05,946682,17.42%,47.33%
4/3/2019 14:10,997963,17.66%,49.90%
4/3/2019 14:15,1012471,17.72%,50.62%
4/3/2019 14:20,1045865,17.88%,52.29%
4/3/2019 14:25,1081799,18.05%,54.09%
4/3/2019 14:30,1105019,18.16%,55.25%
4/3/2019 14:35,1123136,18.24%,56.16%
4/3/2019 14:40,1121101,18.23%,56.06%
4/3/2019 14:45,1126615,18.26%,56.33%
4/3/2019 14:50,1122375,18.24%,56.12%
4/3/2019 14:55,1171707,18.47%,58.59%
4/3/2019 15:00,1159901,18.41%,58.00%
4/3/2019 15:05,1155677,18.39%,57.78%
4/3/2019 15:10,1147456,18.35%,57.37%
4/3/2019 15:15,1153671,18.38%,57.68%
4/3/2019 15:20,1136953,18.31%,56.85%
4/3/2019 15:25,1125026,18.25%,56.25%
4/3/2019 15:30,1129113,18.27%,56.46%
4/3/2019 15:35,1121685,18.23%,56.08%
4/3/2019 15:40,1107482,18.17%,55.37%
4/3/2019 15:45,1124443,18.25%,56.22%
4/3/2019 15:50,1129072,18.27%,56.45%
4/3/2019 15:55,1122416,18.24%,56.12%
4/3/2019 16:00,1109555,18.18%,55.48%
4/3/2019 16:05,1119596,18.22%,55.98%
4/3/2019 16:10,1096703,18.12%,54.84%
4/3/2019 16:15,1128038,18.26%,56.40%
4/3/2019 16:20,1097179,18.12%,54.86%
4/3/2019 16:25,1120577,18.23%,56.03%
4/3/2019 16:30,1126256,18.26%,56.31%
4/3/2019 16:35,1101975,18.14%,55.10%
4/3/2019 16:40,1121462,18.23%,56.07%
4/3/2019 16:45,1096671,18.12%,54.83%
4/3/2019 16:50,1112427,18.19%,55.62%
4/3/2019 16:55,1087630,18.08%,54.38%
4/3/2019 17:00,1076062,18.02%,53.80%
4/3/2019 17:05,1057156,17.93%,52.86%
4/3/2019 17:10,1043143,17.87%,52.16%
4/3/2019 17:15,1041620,17.86%,52.08%
4/3/2019 17:20,1035618,17.83%,51.78%
4/3/2019 17:25,1008074,17.70%,50.40%
4/3/2019 17:30,831538,16.88%,41.58%
4/3/2019 17:35,978646,17.57%,48.93%
4/3/2019 17:40,948558,17.43%,47.43%
4/3/2019 17:45,945653,17.41%,47.28%
4/3/2019 17:50,936937,17.37%,46.85%
4/3/2019 17:55,893759,17.17%,44.69%
4/3/2019 18:00,836802,16.91%,41.84%
4/3/2019 18:05,811287,16.79%,40.56%
4/3/2019 18:10,792992,16.70%,39.65%
4/3/2019 18:15,776160,16.62%,38.81%
4/3/2019 18:20,739833,16.45%,36.99%
4/3/2019 18:25,714475,16.33%,35.72%
4/3/2019 18:30,687441,16.21%,34.37%
4/3/2019 18:35,690647,16.22%,34.53%
4/3/2019 18:40,671279,16.13%,33.56%
4/3/2019 18:45,670134,16.13%,33.51%
4/3/2019 18:50,662408,16.09%,33.12%
4/3/2019 18:55,628994,15.94%,31.45%
4/3/2019 19:00,632564,15.95%,31.63%
4/3/2019 19:05,620680,15.90%,31.03%
4/3/2019 19:10,600367,15.80%,30.02%
4/3/2019 19:15,592642,15.77%,29.63%
4/3/2019 19:20,588094,15.74%,29.40%
4/3/2019 19:25,588402,15.75%,29.42%
4/3/2019 19:30,569116,15.66%,28.46%
4/3/2019 19:35,572274,15.67%,28.61%
4/3/2019 19:40,555607,15.59%,27.78%
4/3/2019 19:45,555301,15.59%,27.77%
4/3/2019 19:50,550284,15.57%,27.51%
4/3/2019 19:55,529537,15.47%,26.48%
4/3/2019 20:00,521070,15.43%,26.05%
4/3/2019 20:05,514789,15.40%,25.74%
4/3/2019 20:10,505085,15.36%,25.25%
4/3/2019 20:15,500235,15.33%,25.01%
4/3/2019 20:20,508831,15.37%,25.44%
4/3/2019 20:25,477330,15.23%,23.87%
4/3/2019 20:30,491937,15.30%,24.60%
4/3/2019 20:35,474298,15.21%,23.71%
4/3/2019 20:40,486758,15.27%,24.34%
4/3/2019 20:45,458753,15.14%,22.94%
4/3/2019 20:50,452261,15.11%,22.61%
4/3/2019 20:55,420190,14.96%,21.01%
4/3/2019 21:00,389185,14.82%,19.46%
4/3/2019 21:05,387045,14.81%,19.35%
4/3/2019 21:10,379694,14.77%,18.98%
4/3/2019 21:15,369226,14.72%,18.46%
4/3/2019 21:20,359964,14.68%,18.00%
4/3/2019 21:25,342811,14.60%,17.14%
4/3/2019 21:30,325376,14.52%,16.27%
4/3/2019 21:35,311225,14.45%,15.56%
4/3/2019 21:40,320133,14.49%,16.01%
4/3/2019 21:45,296841,14.39%,14.84%
4/3/2019 21:50,263768,14.23%,13.19%
4/3/2019 21:55,184472,13.86%,9.22%
4/3/2019 22:00,122463,13.57%,6.12%
4/3/2019 22:05,98403,13.46%,4.92%
4/3/2019 22:10,102155,13.48%,5.11%
4/3/2019 22:15,90645,13.42%,4.53%
4/3/2019 22:20,88227,13.41%,4.41%
4/3/2019 22:25,72246,13.34%,3.61%
4/3/2019 22:30,72769,13.34%,3.64%
4/3/2019 22:35,71169,13.33%,3.56%
4/3/2019 22:40,54505,13.25%,2.73%
4/3/2019 22:45,69616,13.32%,3.48%
4/3/2019 22:50,52183,13.24%,2.61%
4/3/2019 22:55,51471,13.24%,2.57%
4/3/2019 23:00,57551,13.27%,2.88%
4/3/2019 23:05,43975,13.21%,2.20%
4/3/2019 23:10,51577,13.24%,2.58%
4/3/2019 23:15,53338,13.25%,2.67%
4/3/2019 23:20,43729,13.20%,2.19%
4/3/2019 23:25,49228,13.23%,2.46%
4/3/2019 23:30,40464,13.19%,2.02%
4/3/2019 23:35,41196,13.19%,2.06%
4/3/2019 23:40,33433,13.16%,1.67%
4/3/2019 23:45,35841,13.17%,1.79%
4/3/2019 23:50,34098,13.16%,1.70%
4/3/2019 23:55,44862,13.21%,2.24%
4/4/2019 0:00,31005,13.14%,1.55%
4/4/2019 0:05,25987,13.12%,1.30%
4/4/2019 0:10,27766,13.13%,1.39%
4/4/2019 0:15,23436,13.11%,1.17%
4/4/2019 0:20,28880,13.13%,1.44%
4/4/2019 0:25,33161,13.15%,1.66%
4/4/2019 0:30,22052,13.10%,1.10%
4/4/2019 0:35,22024,13.10%,1.10%
4/4/2019 0:40,17847,13.08%,0.89%
4/4/2019 0:45,22860,13.11%,1.14%
4/4/2019 0:50,20881,13.10%,1.04%
4/4/2019 0:55,22221,13.10%,1.11%
4/4/2019 1:00,25781,13.12%,1.29%
4/4/2019 1:05,18327,13.09%,0.92%
4/4/2019 1:10,25274,13.12%,1.26%
4/4/2019 1:15,21683,13.10%,1.08%
4/4/2019 1:20,29696,13.14%,1.48%
4/4/2019 1:25,27110,13.13%,1.36%
4/4/2019 1:30,26372,13.12%,1.32%
4/4/2019 1:35,15281,13.07%,0.76%
4/4/2019 1:40,25077,13.12%,1.25%
4/4/2019 1:45,17600,13.08%,0.88%
4/4/2019 1:50,13446,13.06%,0.67%
4/4/2019 1:55,22570,13.11%,1.13%
4/4/2019 2:00,25741,13.12%,1.29%
4/4/2019 2:05,20213,13.09%,1.01%
4/4/2019 2:10,18753,13.09%,0.94%
4/4/2019 2:15,28773,13.13%,1.44%
4/4/2019 2:20,29559,13.14%,1.48%
4/4/2019 2:25,18869,13.09%,0.94%
4/4/2019 2:30,23404,13.11%,1.17%
4/4/2019 2:35,20116,13.09%,1.01%
4/4/2019 2:40,16786,13.08%,0.84%
4/4/2019 2:45,23919,13.11%,1.20%
4/4/2019 2:50,22698,13.11%,1.13%
4/4/2019 2:55,28769,13.13%,1.44%
4/4/2019 3:00,20746,13.10%,1.04%
4/4/2019 3:05,27221,13.13%,1.36%
4/4/2019 3:10,20232,13.09%,1.01%
4/4/2019 3:15,17847,13.08%,0.89%
4/4/2019 3:20,19368,13.09%,0.97%
4/4/2019 3:25,16928,13.08%,0.85%
4/4/2019 3:30,18571,13.09%,0.93%
4/4/2019 3:35,31076,13.15%,1.55%
4/4/2019 3:40,22421,13.10%,1.12%
4/4/2019 3:45,36255,13.17%,1.81%
4/4/2019 3:50,26526,13.12%,1.33%
4/4/2019 3:55,24862,13.12%,1.24%
4/4/2019 4:00,19432,13.09%,0.97%
4/4/2019 4:05,20791,13.10%,1.04%
4/4/2019 4:10,36648,13.17%,1.83%
4/4/2019 4:15,19695,13.09%,0.98%
4/4/2019 4:20,34282,13.16%,1.71%
4/4/2019 4:25,37434,13.17%,1.87%
4/4/2019 4:30,30108,13.14%,1.51%
4/4/2019 4:35,38314,13.18%,1.92%
4/4/2019 4:40,28858,13.13%,1.44%
4/4/2019 4:45,31233,13.15%,1.56%
4/4/2019 4:50,28679,13.13%,1.43%
4/4/2019 4:55,38815,13.18%,1.94%
4/4/2019 5:00,31661,13.15%,1.58%
4/4/2019 5:05,33925,13.16%,1.70%
4/4/2019 5:10,24735,13.12%,1.24%
4/4/2019 5:15,21067,13.10%,1.05%
4/4/2019 5:20,25507,13.12%,1.28%
4/4/2019 5:25,24706,13.12%,1.24%
4/4/2019 5:30,29497,13.14%,1.47%
4/4/2019 5:35,35748,13.17%,1.79%
4/4/2019 5:40,36282,13.17%,1.81%
4/4/2019 5:45,29269,13.14%,1.46%
4/4/2019 5:50,31772,13.15%,1.59%
4/4/2019 5:55,26486,13.12%,1.32%
4/4/2019 6:00,33059,13.15%,1.65%
4/4/2019 6:05,20432,13.10%,1.02%
4/4/2019 6:10,18520,13.09%,0.93%
4/4/2019 6:15,23657,13.11%,1.18%
4/4/2019 6:20,30926,13.14%,1.55%
4/4/2019 6:25,20630,13.10%,1.03%
4/4/2019 6:30,27680,13.13%,1.38%
4/4/2019 6:35,16614,13.08%,0.83%
4/4/2019 6:40,32384,13.15%,1.62%
4/4/2019 6:45,19070,13.09%,0.95%
4/4/2019 6:50,33740,13.16%,1.69%
4/4/2019 6:55,36079,13.17%,1.80%
4/4/2019 7:00,33244,13.16%,1.66%
4/4/2019 7:05,40785,13.19%,2.04%
4/4/2019 7:10,40910,13.19%,2.05%
4/4/2019 7:15,49721,13.23%,2.49%
4/4/2019 7:20,45519,13.21%,2.28%
4/4/2019 7:25,50705,13.24%,2.54%
4/4/2019 7:30,52264,13.24%,2.61%
4/4/2019 7:35,67270,13.31%,3.36%
4/4/2019 7:40,81573,13.38%,4.08%
4/4/2019 7:45,83398,13.39%,4.17%
4/4/2019 7:50,154773,13.72%,7.74%
4/4/2019 7:55,282734,14.32%,14.14%
4/4/2019 8:00,297725,14.39%,14.89%
4/4/2019 8:05,316241,14.48%,15.81%
4/4/2019 8:10,359374,14.68%,17.97%
4/4/2019 8:15,408974,14.91%,20.45%
4/4/2019 8:20,478256,15.23%,23.91%
4/4/2019 8:25,600092,15.80%,30.00%
4/4/2019 8:30,653572,16.05%,32.68%
4/4/2019 8:35,739640,16.45%,36.98%
4/4/2019 8:40,804474,16.75%,40.22%
4/4/2019 8:45,848324,16.96%,42.42%
4/4/2019 8:50,897312,17.19%,44.87%
4/4/2019 8:55,949109,17.43%,47.46%
4/4/2019 9:00,989147,17.62%,49.46%
4/4/2019 9:05,1005104,17.69%,50.26%
4/4/2019 9:10,1003322,17.68%,50.17%
4/4/2019 9:15,1009934,17.71%,50.50%
4/4/2019 9:20,1031054,17.81%,51.55%
4/4/2019 9:25,1059609,17.94%,52.98%
4/4/2019 9:30,1047014,17.89%,52.35%
4/4/2019 9:35,1056145,17.93%,52.81%
4/4/2019 9:40,1078749,18.03%,53.94%
4/4/2019 9:45,1075078,18.02%,53.75%
4/4/2019 9:50,1104125,18.15%,55.21%
4/4/2019 9:55,1134352,18.29%,56.72%
4/4/2019 10:00,1135468,18.30%,56.77%
4/4/2019 10:05,1129239,18.27%,56.46%
4/4/2019 10:10,1162833,18.43%,58.14%
4/4/2019 10:15,1136044,18.30%,56.80%
4/4/2019 10:20,1161979,18.42%,58.10%
4/4/2019 10:25,1145929,18.35%,57.30%
4/4/2019 10:30,1159834,18.41%,57.99%
4/4/2019 10:35,1134826,18.30%,56.74%
4/4/2019 10:40,1177846,18.50%,58.89%
4/4/2019 10:45,1169500,18.46%,58.48%
4/4/2019 10:50,1171063,18.46%,58.55%
4/4/2019 10:55,1164527,18.43%,58.23%
4/4/2019 11:00,1155955,18.39%,57.80%
4/4/2019 11:05,1149555,18.36%,57.48%
4/4/2019 11:10,1147790,18.36%,57.39%
4/4/2019 11:15,1130044,18.27%,56.50%
4/4/2019 11:20,1135248,18.30%,56.76%
4/4/2019 11:25,1128787,18.27%,56.44%
4/4/2019 11:30,1125819,18.25%,56.29%
4/4/2019 11:35,1085196,18.06%,54.26%
4/4/2019 11:40,1065890,17.97%,53.29%
4/4/2019 11:45,1032322,17.82%,51.62%
4/4/2019 11:50,1043706,17.87%,52.19%
4/4/2019 11:55,951315,17.44%,47.57%
4/4/2019 12:00,897098,17.19%,44.85%
4/4/2019 12:05,893778,17.17%,44.69%
4/4/2019 12:10,887872,17.14%,44.39%
4/4/2019 12:15,881447,17.11%,44.07%
4/4/2019 12:20,860750,17.02%,43.04%
4/4/2019 12:25,792910,16.70%,39.65%
4/4/2019 12:30,751657,16.51%,37.58%
4/4/2019 12:35,742586,16.47%,37.13%
4/4/2019 12:40,726244,16.39%,36.31%
4/4/2019 12:45,716913,16.35%,35.85%
4/4/2019 12:50,719853,16.36%,35.99%
4/4/2019 12:55,720471,16.36%,36.02%
4/4/2019 13:00,687854,16.21%,34.39%
4/4/2019 13:05,668460,16.12%,33.42%
4/4/2019 13:10,670743,16.13%,33.54%
4/4/2019 13:15,667940,16.12%,33.40%
4/4/2019 13:20,679197,16.17%,33.96%
4/4/2019 13:25,698085,16.26%,34.90%
4/4/2019 13:30,717513,16.35%,35.88%
4/4/2019 13:35,731065,16.41%,36.55%
4/4/2019 13:40,713597,16.33%,35.68%
4/4/2019 13:45,741514,16.46%,37.08%
4/4/2019 13:50,763013,16.56%,38.15%
4/4/2019 13:55,868777,17.05%,43.44%
4/4/2019 14:00,910001,17.25%,45.50%
4/4/2019 14:05,937323,17.37%,46.87%
4/4/2019 14:10,983816,17.59%,49.19%
4/4/2019 14:15,1017874,17.75%,50.89%
4/4/2019 14:20,1025270,17.78%,51.26%
4/4/2019 14:25,1037615,17.84%,51.88%
4/4/2019 14:30,1097388,18.12%,54.87%
4/4/2019 14:35,1102895,18.15%,55.14%
4/4/2019 14:40,1108971,18.18%,55.45%
4/4/2019 14:45,1105302,18.16%,55.27%
4/4/2019 14:50,1106648,18.16%,55.33%
4/4/2019 14:55,1128522,18.27%,56.43%
4/4/2019 15:00,1142200,18.33%,57.11%
4/4/2019 15:05,1126093,18.26%,56.30%
4/4/2019 15:10,1149115,18.36%,57.46%
4/4/2019 15:15,1147901,18.36%,57.40%
4/4/2019 15:20,1117608,18.22%,55.88%
4/4/2019 15:25,1142912,18.33%,57.15%
4/4/2019 15:30,1143720,18.34%,57.19%
4/4/2019 15:35,1106211,18.16%,55.31%
4/4/2019 15:40,1123518,18.24%,56.18%
4/4/2019 15:45,1129862,18.27%,56.49%
4/4/2019 15:50,1143684,18.34%,57.18%
4/4/2019 15:55,1171452,18.47%,58.57%
4/4/2019 16:00,1118683,18.22%,55.93%
4/4/2019 16:05,1131896,18.28%,56.59%
4/4/2019 16:10,1144129,18.34%,57.21%
4/4/2019 16:15,1121002,18.23%,56.05%
4/4/2019 16:20,1122386,18.24%,56.12%
4/4/2019 16:25,1088343,18.08%,54.42%
4/4/2019 16:30,1097914,18.12%,54.90%
4/4/2019 16:35,1088856,18.08%,54.44%
4/4/2019 16:40,1095933,18.11%,54.80%
4/4/2019 16:45,1089693,18.09%,54.48%
4/4/2019 16:50,1126156,18.26%,56.31%
4/4/2019 16:55,1091502,18.09%,54.58%
4/4/2019 17:00,1077704,18.03%,53.89%
4/4/2019 17:05,1085291,18.06%,54.26%
4/4/2019 17:10,1082761,18.05%,54.14%
4/4/2019 17:15,1074382,18.01%,53.72%
4/4/2019 17:20,1036888,17.84%,51.84%
4/4/2019 17:25,982871,17.59%,49.14%
4/4/2019 17:30,942475,17.40%,47.12%
4/4/2019 17:35,925108,17.32%,46.26%
4/4/2019 17:40,929152,17.34%,46.46%
4/4/2019 17:45,919189,17.29%,45.96%
4/4/2019 17:50,894320,17.17%,44.72%
4/4/2019 17:55,855435,16.99%,42.77%
4/4/2019 18:00,781240,16.65%,39.06%
4/4/2019 18:05,760304,16.55%,38.02%
4/4/2019 18:10,740212,16.45%,37.01%
4/4/2019 18:15,712349,16.32%,35.62%
4/4/2019 18:20,698624,16.26%,34.93%
4/4/2019 18:25,654075,16.05%,32.70%
4/4/2019 18:30,634434,15.96%,31.72%
4/4/2019 18:35,623246,15.91%,31.16%
4/4/2019 18:40,620158,15.89%,31.01%
4/4/2019 18:45,627214,15.93%,31.36%
4/4/2019 18:50,634410,15.96%,31.72%
4/4/2019 18:55,614353,15.87%,30.72%
4/4/2019 19:00,594837,15.78%,29.74%
4/4/2019 19:05,585908,15.73%,29.30%
4/4/2019 19:10,578111,15.70%,28.91%
4/4/2019 19:15,575027,15.68%,28.75%
4/4/2019 19:20,575557,15.69%,28.78%
4/4/2019 19:25,562573,15.63%,28.13%
4/4/2019 19:30,549751,15.57%,27.49%
4/4/2019 19:35,542223,15.53%,27.11%
4/4/2019 19:40,524840,15.45%,26.24%
4/4/2019 19:45,516262,15.41%,25.81%
4/4/2019 19:50,497713,15.32%,24.89%
4/4/2019 19:55,492812,15.30%,24.64%
4/4/2019 20:00,478474,15.23%,23.92%
4/4/2019 20:05,477042,15.23%,23.85%
4/4/2019 20:10,463629,15.16%,23.18%
4/4/2019 20:15,464842,15.17%,23.24%
4/4/2019 20:20,461972,15.16%,23.10%
4/4/2019 20:25,444667,15.08%,22.23%
4/4/2019 20:30,451207,15.11%,22.56%
4/4/2019 20:35,441521,15.06%,22.08%
4/4/2019 20:40,437366,15.04%,21.87%
4/4/2019 20:45,413338,14.93%,20.67%
4/4/2019 20:50,403781,14.88%,20.19%
4/4/2019 20:55,379437,14.77%,18.97%
4/4/2019 21:00,365042,14.70%,18.25%
4/4/2019 21:05,364850,14.70%,18.24%
4/4/2019 21:10,349811,14.63%,17.49%
4/4/2019 21:15,337544,14.58%,16.88%
4/4/2019 21:20,329527,14.54%,16.48%
4/4/2019 21:25,317168,14.48%,15.86%
4/4/2019 21:30,295082,14.38%,14.75%
4/4/2019 21:35,290304,14.35%,14.52%
4/4/2019 21:40,288538,14.35%,14.43%
4/4/2019 21:45,273369,14.28%,13.67%
4/4/2019 21:50,241046,14.12%,12.05%
4/4/2019 21:55,153913,13.72%,7.70%
4/4/2019 22:00,109485,13.51%,5.47%
4/4/2019 22:05,92407,13.43%,4.62%
4/4/2019 22:10,88743,13.41%,4.44%
4/4/2019 22:15,80692,13.38%,4.03%
4/4/2019 22:20,65009,13.30%,3.25%
4/4/2019 22:25,74378,13.35%,3.72%
4/4/2019 22:30,59110,13.28%,2.96%
4/4/2019 22:35,71306,13.33%,3.57%
4/4/2019 22:40,61293,13.29%,3.06%
4/4/2019 22:45,58981,13.28%,2.95%
4/4/2019 22:50,60939,13.28%,3.05%
4/4/2019 22:55,62880,13.29%,3.14%
4/4/2019 23:00,61149,13.29%,3.06%
4/4/2019 23:05,56137,13.26%,2.81%
4/4/2019 23:10,58628,13.27%,2.93%
4/4/2019 23:15,50414,13.24%,2.52%
4/4/2019 23:20,53150,13.25%,2.66%
4/4/2019 23:25,52251,13.24%,2.61%
4/4/2019 23:30,51803,13.24%,2.59%
4/4/2019 23:35,51399,13.24%,2.57%
4/4/2019 23:40,46283,13.22%,2.31%
4/4/2019 23:45,42953,13.20%,2.15%
